city,admin_name,country
Taglio,Veneto,Italy
Modakkurichchi,Tamil Nādu,India
Chudovo,Novgorodskaya Oblast’,Russia
Angermünde,Brandenburg,Germany
Groveton,Virginia,United States
Pazar,Tokat,Turkey
Ayni,Nohiyahoi Tobei Jumhurí,Tajikistan
Ban Nong Kula,Phitsanulok,Thailand
Det Udom,Ubon Ratchathani,Thailand
Kodigenahalli,Andhra Pradesh,India
Üzümlü,Erzincan,Turkey
Saldaña,Tolima,Colombia
Ozark,Alabama,United States
Mānikpur,Bihār,India
Hopatcong,New Jersey,United States
San Cristóbal,Santa Fe,Argentina
Moorestown-Lenola,New Jersey,United States
Tibri,Punjab,India
East Bridgewater,Massachusetts,United States
Kannivādi,Tamil Nādu,India
Hettstedt,Saxony-Anhalt,Germany
Koundara,Boké,Guinea
Dom Feliciano,Rio Grande do Sul,Brazil
Sankt Leon-Rot,Baden-Württemberg,Germany
Yanshuiguan,Shaanxi,China
Royal Kunia,Hawaii,United States
Lockhart,Florida,United States
Tafrant,Fès-Meknès,Morocco
Langerwehe,North Rhine-Westphalia,Germany
Valday,Novgorodskaya Oblast’,Russia
Pak Thong Chai,Nakhon Ratchasima,Thailand
Tamār,Jhārkhand,India
Vöhringen,Bavaria,Germany
Nether Providence,Pennsylvania,United States
Gangaikondān,Tamil Nādu,India
Doctor Juan Eulogio Estigarribia,Caaguazú,Paraguay
Feldkirchen,Kärnten,Austria
Kartuzy,Pomorskie,Poland
Emerald,Queensland,Australia
Zolote,Luhanska Oblast,Ukraine
Abhwar,Bihār,India
Nacozari Viejo,Sonora,Mexico
O‘nhayot,Namangan,Uzbekistan
Lake Arbor,Maryland,United States
Black Forest,Colorado,United States
Itakura,Gunma,Japan
Furukawamen,Nagasaki,Japan
Matiçan,Prishtinë,Kosovo
Jacaraú,Paraíba,Brazil
Rheinfelden,Aargau,Switzerland
Rozenburg,Zuid-Holland,Netherlands
Ciénega de Flores,Nuevo León,Mexico
Abadla,Béchar,Algeria
Quakenbrück,Lower Saxony,Germany
Jasper,Alabama,United States
Whitewater,Wisconsin,United States
Værløse,Hovedstaden,Denmark
Neuri,Bihār,India
Nawāda Gobindganj,Bihār,India
Barkuhi,Madhya Pradesh,India
Lakinsk,Vladimirskaya Oblast’,Russia
Artena,Lazio,Italy
West Nipissing / Nipissing Ouest,Ontario,Canada
Sidmouth,Devon,United Kingdom
Assenede,Flanders,Belgium
Manoharpur,Jhārkhand,India
Uslar,Lower Saxony,Germany
Montfoort,Utrecht,Netherlands
Corat,Sumqayıt,Azerbaijan
Mathurāpur,Bihār,India
Cervignano del Friuli,Friuli Venezia Giulia,Italy
North Mankato,Minnesota,United States
Tsukawaki,Ōita,Japan
Mapanas,Northern Samar,Philippines
Duvva,Andhra Pradesh,India
Yakhroma,Moskovskaya Oblast’,Russia
Romitan Shahri,Buxoro,Uzbekistan
Bog Walk,Saint Catherine,Jamaica
Buda,Texas,United States
Marhamat,Andijon,Uzbekistan
Bhīmadolu,Andhra Pradesh,India
Caln,Pennsylvania,United States
Estremoz,Évora,Portugal
Sadovoye,Odeska Oblast,Ukraine
Ban Mueang Nga,Lamphun,Thailand
Tergnier,Hauts-de-France,France
Ishikawa,Fukushima,Japan
Doranahalli,Karnātaka,India
Nyasvizh,Minskaya Voblasts’,Belarus
Kot Īsa Khān,Punjab,India
Eski Īkan,,Kazakhstan
Dharampur Bānde,Bihār,India
Lengede,Lower Saxony,Germany
Medvezhyegorsk,Kareliya,Russia
Sumbas,Osmaniye,Turkey
Ambohimanga Atsimo,Fianarantsoa,Madagascar
Tenerife,Magdalena,Colombia
El Barrio de la Soledad,Oaxaca,Mexico
Beekman,New York,United States
San Rafael Petzal,Huehuetenango,Guatemala
Coronel Bogado,Itapúa,Paraguay
Oud-Turnhout,Flanders,Belgium
Phulwaria,Bihār,India
Boha,Punjab,India
Bua Yai,Nakhon Ratchasima,Thailand
Zapolyarnyy,Murmanskaya Oblast’,Russia
Juan L. Lacaze,Colonia,Uruguay
Ūttukkottai,Andhra Pradesh,India
Bideipur,Odisha,India
Midlothian,Illinois,United States
Algarrobo,Magdalena,Colombia
Raydah,‘Amrān,Yemen
Mirandiba,Pernambuco,Brazil
Khiria,Bihār,India
Rājnagar,West Bengal,India
Simri,Bihār,India
Sibundoy,Putumayo,Colombia
Ortahisar,Nevşehir,Turkey
Tāmaraikkulam,Tamil Nādu,India
Gonzalez,Florida,United States
Gesuba,YeDebub Bihēroch Bihēreseboch na Hizboch,Ethiopia
Vikravāndi,Tamil Nādu,India
Novohrodivka,Donetska Oblast,Ukraine
Viera West,Florida,United States
Daean,Ulsan,South Korea
Byāhatti,Karnātaka,India
Rezzato,Lombardy,Italy
Thame,Oxfordshire,United Kingdom
Takerbouzt,Bouira,Algeria
Ocotepec,Chiapas,Mexico
Cristópolis,Bahia,Brazil
Santiago Ixtayutla,Oaxaca,Mexico
Wang’anzhen,Hebei,China
Santol,La Union,Philippines
Lebanon,New Hampshire,United States
Vellarivalli,Tamil Nādu,India
Dippoldiswalde,Saxony,Germany
Korneuburg,Niederösterreich,Austria
Rānāpur,Madhya Pradesh,India
Mankal,Andhra Pradesh,India
Svetlogorsk,Kaliningradskaya Oblast’,Russia
Makarska,Splitsko-Dalmatinska Županija,Croatia
Bārah,Bihār,India
Saddle Brook,New Jersey,United States
Tarumirim,Minas Gerais,Brazil
Marechal Floriano,Espírito Santo,Brazil
Frei Miguelinho,Pernambuco,Brazil
Sines,Setúbal,Portugal
Orizona,Goiás,Brazil
North Auburn,California,United States
Santo Antônio dos Lopes,Maranhão,Brazil
Nova Olinda,Ceará,Brazil
Mongeri,Southern,Sierra Leone
Bousso,Chari-Baguirmi,Chad
Wennigsen,Lower Saxony,Germany
Kouroussa,Kankan,Guinea
Gudūr,Andhra Pradesh,India
Kashin,Tverskaya Oblast’,Russia
Bondeno,Emilia-Romagna,Italy
Castelsarrasin,Occitanie,France
Frankenberg,Saxony,Germany
Sālotgi,Karnātaka,India
Taki,Mie,Japan
Dayr al Barshā,Al Minyā,Egypt
Rosemère,Quebec,Canada
Bellair-Meadowbrook Terrace,Florida,United States
Bedford,Massachusetts,United States
Vinto,Cochabamba,Bolivia
Hasanpur,Bihār,India
Tranås,Jönköping,Sweden
Avalēpalli,Tamil Nādu,India
Lubsko,Lubuskie,Poland
Eastham,Liverpool,United Kingdom
Benito Juárez,Buenos Aires,Argentina
Nirakpurpāli,Bihār,India
Kawaii,Yamagata,Japan
Almoloya de Alquisiras,México,Mexico
Kelafo,Sumalē,Ethiopia
Bishenpur,Manipur,India
Goshen,New York,United States
Thonotosassa,Florida,United States
Staszów,Świętokrzyskie,Poland
Bökönbaev,Ysyk-Köl,Kyrgyzstan
Itanhandu,Minas Gerais,Brazil
Entre Rios de Minas,Minas Gerais,Brazil
Kīāshahr,Gīlān,Iran
Hamworthy,,United Kingdom
Ya‘bad,,West Bank
Jodoigne,Wallonia,Belgium
Rasauli,Bihār,India
Samāi,Bihār,India
El Porvenir de Velasco Suárez,Chiapas,Mexico
Lamont,California,United States
Cêrro Largo,Rio Grande do Sul,Brazil
Pilas,Andalusia,Spain
Hard,Vorarlberg,Austria
Leirvik,Vestland,Norway
Ewarton,Saint Catherine,Jamaica
Santa Cruz de Bezana,Cantabria,Spain
Juan de Acosta,Atlántico,Colombia
Satuba,Alagoas,Brazil
Douar Hammadi,Marrakech-Safi,Morocco
Vīraganūr,Tamil Nādu,India
Saraykent,Yozgat,Turkey
Jiānganj,Bihār,India
Germasógeia,Lemesós,Cyprus
Beloeil,Wallonia,Belgium
Arklow,Wicklow,Ireland
Shichinohe,Aomori,Japan
Nowy Tomyśl,Wielkopolskie,Poland
Bickley,Bromley,United Kingdom
Kurwa Mathiā,Bihār,India
Thisted,Nordjylland,Denmark
Hokuei,Tottori,Japan
Cambados,Galicia,Spain
Annāmalainagar,Tamil Nādu,India
Ahrensfelde,Brandenburg,Germany
Orkney,North West,South Africa
Cromwell,Connecticut,United States
Mistassini,Quebec,Canada
Sihaul,Bihār,India
Mittegroßefehn,Lower Saxony,Germany
Valença,Viana do Castelo,Portugal
Bou Izakarn,Guelmim-Oued Noun,Morocco
Ichtegem,Flanders,Belgium
Uitgeest,Noord-Holland,Netherlands
Chatham,Illinois,United States
Amriswil,Thurgau,Switzerland
Ochër,Permskiy Kray,Russia
Daparkha,Bihār,India
Champasak,Champasak,Laos
Mill Valley,California,United States
Milnrow,Rochdale,United Kingdom
Cecil,Pennsylvania,United States
Eppstein,Hesse,Germany
Burglengenfeld,Bavaria,Germany
Van Buren,New York,United States
Zherdevka,Tambovskaya Oblast’,Russia
Hayashima,Okayama,Japan
Friedland,Lower Saxony,Germany
Monticello,Minnesota,United States
Zayda,Drâa-Tafilalet,Morocco
Mercerville,New Jersey,United States
Krishnarāyapuram,Tamil Nādu,India
Aḑ Ḑab‘ah,Maţrūḩ,Egypt
Boa Esperança,Espírito Santo,Brazil
Brasilândia,Minas Gerais,Brazil
Venëv,Tul’skaya Oblast’,Russia
Varde,Syddanmark,Denmark
Mahrail,Bihār,India
Murrhardt,Baden-Württemberg,Germany
Sakaki,Nagano,Japan
Püspökladány,Hajdú-Bihar,Hungary
Dumri,Bihār,India
Belambo,Antananarivo,Madagascar
Lauchhammer,Brandenburg,Germany
Haidarnagar,Jhārkhand,India
Fort Bliss,Texas,United States
Campos Altos,Minas Gerais,Brazil
Bariyārpur,Bihār,India
Orange,Connecticut,United States
Nilo Peçanha,Bahia,Brazil
Sanlúcar la Mayor,Andalusia,Spain
Kaoma,Western,Zambia
Mirinzal,Maranhão,Brazil
Iskapalli,Andhra Pradesh,India
Capitão Enéas,Minas Gerais,Brazil
Minamiaizu,Fukushima,Japan
Storozhynets,Chernivetska Oblast,Ukraine
Bad Ischl,Oberösterreich,Austria
Aqköl,,Kazakhstan
Yulee,Florida,United States
Kubādupuram,Andhra Pradesh,India
Little Lever,Bolton,United Kingdom
Paithān Kawai,Bihār,India
Singalāndāpuram,Tamil Nādu,India
Malepur,Bihār,India
Bainbridge,Georgia,United States
Adakplamé,Plateau,Benin
Nasiyanūr,Tamil Nādu,India
West Bradford,Pennsylvania,United States
Aldenhoven,North Rhine-Westphalia,Germany
Rebouças,Paraná,Brazil
Uppidamangalam,Tamil Nādu,India
Beronono,Antananarivo,Madagascar
Brookside,Delaware,United States
Medapādu,Andhra Pradesh,India
Papagaios,Minas Gerais,Brazil
Piquete,São Paulo,Brazil
Karma,Jhārkhand,India
Baianópolis,Bahia,Brazil
Summerstrand,Eastern Cape,South Africa
Padaivedu,Tamil Nādu,India
Valbonne,Provence-Alpes-Côte d’Azur,France
Marchtrenk,Oberösterreich,Austria
Ksibet el Mediouni,Monastir,Tunisia
Neuenkirchen,North Rhine-Westphalia,Germany
Simões,Piauí,Brazil
Belm,Lower Saxony,Germany
Bhadarwāh,Jammu and Kashmīr,India
Hunasagi,Karnātaka,India
Bovenden,Lower Saxony,Germany
Titiribí,Antioquia,Colombia
Seirō,Niigata,Japan
Beilen,Drenthe,Netherlands
Mŭ’minobod,Khatlon,Tajikistan
Głowno,Łódzkie,Poland
Pedro Velho,Rio Grande do Norte,Brazil
Rio Piracicaba,Minas Gerais,Brazil
Puerto Deseado,Santa Cruz,Argentina
Wezep,Gelderland,Netherlands
Vellakkinar,Tamil Nādu,India
Kadena,Okinawa,Japan
Lauriyā Nandangarh,Bihār,India
Knottingley,Wakefield,United Kingdom
Mucambo,Ceará,Brazil
Veglie,Puglia,Italy
Galatge,Karnātaka,India
Sidi Abdelkarim,Casablanca-Settat,Morocco
Grand Falls,Newfoundland and Labrador,Canada
Rose Belle,Grand Port,Mauritius
Olgiate Olona,Lombardy,Italy
Mayrtup,Chechnya,Russia
Polukallu,Andhra Pradesh,India
Kerben,Jalal-Abad,Kyrgyzstan
Ostrzeszów,Wielkopolskie,Poland
Jefferson Valley-Yorktown,New York,United States
Lakoucun,Zhejiang,China
Nioaque,Mato Grosso do Sul,Brazil
Turki,Bihār,India
Eggenfelden,Bavaria,Germany
Ipiranga,Paraná,Brazil
Jīran,,India
San Ferdinando di Puglia,Puglia,Italy
Kakunodatemachi,Akita,Japan
Náfpaktos,Dytikí Elláda,Greece
Lakeland North,Washington,United States
Arenoso,Cibao Nordeste,Dominican Republic
Novoulyanovsk,Ul’yanovskaya Oblast’,Russia
Pélézi,Sassandra-Marahoué,Côte d'Ivoire
Kisanuki,Kagoshima,Japan
San Vicente,Ilocos Sur,Philippines
Uxbridge,Massachusetts,United States
Arlington,Tennessee,United States
Narvik,Nordland,Norway
Fara in Sabina,Lazio,Italy
Kępno,Wielkopolskie,Poland
Santiago Jocotepec,Oaxaca,Mexico
Zimnicea,Teleorman,Romania
Thong Pha Phum,Kanchanaburi,Thailand
Rāyapalle,Andhra Pradesh,India
Waianae,Hawaii,United States
Lübben (Spreewald),Brandenburg,Germany
Sonbarsa,Bihār,India
Skippack,Pennsylvania,United States
Clearview,Ontario,Canada
Sungai Guntung,Riau,Indonesia
Aginiparru,Andhra Pradesh,India
Nelas,Viseu,Portugal
Leverano,Puglia,Italy
Eynesil,Giresun,Turkey
Nesebar,Burgas,Bulgaria
Cheadle,Staffordshire,United Kingdom
Rambha,Odisha,India
Boutilimit,Trarza,Mauritania
Vetralla,Lazio,Italy
San José Acatempa,Jutiapa,Guatemala
Bhakua,Bihār,India
Gangavalli,Tamil Nādu,India
Sobrāon,Punjab,India
Chōsei,Chiba,Japan
Netāpur Tānda,Andhra Pradesh,India
Jabbeke,Flanders,Belgium
Ovidiu,Constanţa,Romania
Debre Werk’,Āmara,Ethiopia
Torre del Campo,Andalusia,Spain
Vedappatti,Tamil Nādu,India
Naţanz,Eşfahān,Iran
Spaichingen,Baden-Württemberg,Germany
Mitontic,Chiapas,Mexico
Söğütlü,Sakarya,Turkey
Felixlândia,Minas Gerais,Brazil
Fokino,Bryanskaya Oblast’,Russia
Fujikawa,Yamanashi,Japan
Dundigal,Andhra Pradesh,India
California,Maryland,United States
Ricaurte,Azuay,Ecuador
Niška Banja,Niš,Serbia
Leuna,Saxony-Anhalt,Germany
Frederick,Colorado,United States
Sābang,West Bengal,India
Sāgar,Karnātaka,India
Somerton,Arizona,United States
Rāmpurwā,Bihār,India
Maria da Fé,Minas Gerais,Brazil
Gurinhém,Paraíba,Brazil
Sher,Bihār,India
Tamm,Baden-Württemberg,Germany
Bebra,Hesse,Germany
Sülüktü,Batken,Kyrgyzstan
Sahalanona,Fianarantsoa,Madagascar
Lukoyanov,Nizhegorodskaya Oblast’,Russia
Balua,Bihār,India
Tempio Pausania,Sardegna,Italy
Hòa Thượng,Thái Nguyên,Vietnam
Astolfo Dutra,Minas Gerais,Brazil
Kaluvāya,Andhra Pradesh,India
Lich,Hesse,Germany
Saghar Sultānpur,Bihār,India
Antanambaobe,Toamasina,Madagascar
Rio Azul,Paraná,Brazil
Luling,Louisiana,United States
Mahatsinjony,Fianarantsoa,Madagascar
Tibasosa,Boyacá,Colombia
East Wenatchee,Washington,United States
Elizabethton,Tennessee,United States
Tola Khadda,Bihār,India
Kalkar,North Rhine-Westphalia,Germany
Alvorada D’Oeste,Rondônia,Brazil
Italva,Rio de Janeiro,Brazil
Santiago de Anaya,Hidalgo,Mexico
Stroud,Gloucestershire,United Kingdom
Golub-Dobrzyń,Kujawsko-Pomorskie,Poland
El Guetar,Gafsa,Tunisia
Fatehpur,Bihār,India
Farmington,New York,United States
Rāmpur Shāmchand,Bihār,India
Mjölby,Östergötland,Sweden
Lomas de Sargentillo,Guayas,Ecuador
Xexéu,Pernambuco,Brazil
Damalcheruvu,Andhra Pradesh,India
Fiadanana,Fianarantsoa,Madagascar
Zazafotsy,Fianarantsoa,Madagascar
Bamble,Vestfold og Telemark,Norway
Santa Catalina,Bolívar,Colombia
Sint-Gillis-bij-Dendermonde,Flanders,Belgium
Pelham,New Hampshire,United States
Zhipingxiang,Gansu,China
Aracatu,Bahia,Brazil
Chaparral,New Mexico,United States
Gudikallu,Andhra Pradesh,India
Villacidro,Sardegna,Italy
Galmi,Tahoua,Niger
Ambohimitombo,Fianarantsoa,Madagascar
Kivertsi,Volynska Oblast,Ukraine
Shitāb Diāra,Bihār,India
Gouveia,Guarda,Portugal
Sarezzo,Lombardy,Italy
Mahavelona,Antananarivo,Madagascar
Dryden,New York,United States
Mbini,Litoral,Equatorial Guinea
St. Clair,Ontario,Canada
McFarland,California,United States
Adh Dhakhīrah,Al Khawr wa adh Dhakhīrah,Qatar
Petrovske,Luhanska Oblast,Ukraine
Gondalga,Andhra Pradesh,India
Talwat,Drâa-Tafilalet,Morocco
Akropong,Eastern,Ghana
Meckenbeuren,Baden-Württemberg,Germany
Mignouré,Sassandra-Marahoué,Côte d'Ivoire
Livingston,California,United States
Bang Racham,Sing Buri,Thailand
Latham,New York,United States
Moudjbara,Djelfa,Algeria
Kovilūr,Tamil Nādu,India
Frunze,Batken,Kyrgyzstan
Enghien,Wallonia,Belgium
Casatenovo,Lombardy,Italy
Andalgalá,Catamarca,Argentina
Allouez,Wisconsin,United States
Xikou,Chiayi,Taiwan
Ambatomarina,Fianarantsoa,Madagascar
Marokarima,Fianarantsoa,Madagascar
Oberhaching,Bavaria,Germany
Montepulciano,Tuscany,Italy
Amborondra,Fianarantsoa,Madagascar
Schmölln,Thuringia,Germany
Wauconda,Illinois,United States
Río de Oro,Cesar,Colombia
Vanono,Toamasina,Madagascar
Covington,Georgia,United States
Wanding,Yunnan,China
Gullapuram,Tamil Nādu,India
El Carmen de Atrato,Chocó,Colombia
Tsarahasina,Mahajanga,Madagascar
Gekhi,Chechnya,Russia
Mór,Fejér,Hungary
Tall Banāt,Nīnawá,Iraq
Bēylul,Debubawi K’eyyĭḥ Baḥri,Eritrea
Huron,South Dakota,United States
Hantsavichy,Brestskaya Voblasts’,Belarus
Múggia,Friuli Venezia Giulia,Italy
Srīnagar,Bihār,India
Córdoba,Nariño,Colombia
Māndalgarh,Rājasthān,India
Antohobe,Antananarivo,Madagascar
Chumpak,Xinjiang,China
Brainerd,Minnesota,United States
New Ulm,Minnesota,United States
Fāmenīn,Hamadān,Iran
Kamituga,Sud-Kivu,Congo (Kinshasa)
Shāndīz,Khorāsān-e Raẕavī,Iran
Shofirkon Shahri,Buxoro,Uzbekistan
La Entrada,Copán,Honduras
Itaguaçu,Espírito Santo,Brazil
Kumirimora,West Bengal,India
Ambodihara,Mahajanga,Madagascar
Wadlakonda,Andhra Pradesh,India
Buchloe,Bavaria,Germany
Chesterton,Indiana,United States
Lariano,Lazio,Italy
Campina da Lagoa,Paraná,Brazil
Genthin,Saxony-Anhalt,Germany
Talata-Vohimena,Fianarantsoa,Madagascar
Villalba,Galicia,Spain
Bealanana,Antsiranana,Madagascar
Aßlar,Hesse,Germany
Killai,Tamil Nādu,India
Havelock North,Hawke’s Bay,New Zealand
Erbach,Hesse,Germany
Taiyong,Guizhou,China
Itamonte,Minas Gerais,Brazil
Solhan,Bingöl,Turkey
Wood Dale,Illinois,United States
Biscarrosse,Nouvelle-Aquitaine,France
Devipattinam,Tamil Nādu,India
Skoczów,Śląskie,Poland
College Park,Georgia,United States
Ambohimiera,Fianarantsoa,Madagascar
Donji Vakuf,"Bosnia and Herzegovina, Federation of",Bosnia and Herzegovina
Alexandria,Minnesota,United States
Iraci,Pernambuco,Brazil
Jacksonville,Texas,United States
Beraketa,Toliara,Madagascar
Ambahita,Toliara,Madagascar
Kalandy,Mahajanga,Madagascar
Vieste,Puglia,Italy
Bevato,Antananarivo,Madagascar
Mahajamba,Mahajanga,Madagascar
Sharonville,Ohio,United States
Saint-Gilles,Occitanie,France
Jānapādu,Andhra Pradesh,India
Thala,Kasserine,Tunisia
Tierra Amarilla,Atacama,Chile
Batuan,Bohol,Philippines
Boechout,Flanders,Belgium
Ankiliabo,Toliara,Madagascar
Mirdaul,Bihār,India
Taphan Hin,Phichit,Thailand
Ban Khlong,Phitsanulok,Thailand
Montesarchio,Campania,Italy
Sale,Victoria,Australia
San Bartolo,Totonicapán,Guatemala
Teploklyuchenka,Ysyk-Köl,Kyrgyzstan
Landau an der Isar,Bavaria,Germany
Taishi,Ōsaka,Japan
Marotsiraka,Toliara,Madagascar
Zeven,Lower Saxony,Germany
Oostakker,Flanders,Belgium
Erbach,Baden-Württemberg,Germany
San Rafael Las Flores,Santa Rosa,Guatemala
Vatolatsaka,Toliara,Madagascar
Statte,Puglia,Italy
Forest City,Florida,United States
San Pedro Pochutla,Oaxaca,Mexico
Woudenberg,Utrecht,Netherlands
Poço Branco,Rio Grande do Norte,Brazil
Miarinarivo,Toamasina,Madagascar
Dunmore,Pennsylvania,United States
Bekipay,Mahajanga,Madagascar
Bhikkiwind Uttār,Punjab,India
Chityāl,Andhra Pradesh,India
Nachikatsuura,Wakayama,Japan
Beharona,Toliara,Madagascar
Hilpoltstein,Bavaria,Germany
Guapó,Goiás,Brazil
Marudūr,Tamil Nādu,India
Sonupur,Bihār,India
Rafaï,Mbomou,Central African Republic
Kurtkoti,Karnātaka,India
Dhāna,Madhya Pradesh,India
Misano Adriatico,Emilia-Romagna,Italy
Huangyadong,Shanxi,China
Weißenhorn,Bavaria,Germany
Dubovka,Volgogradskaya Oblast’,Russia
Gorbea,Araucanía,Chile
Çaybaşı,Ordu,Turkey
Midleton,Cork,Ireland
Khe Sanh,Quảng Trị,Vietnam
Bairia,Bihār,India
Tako,Chiba,Japan
Titara,Bihār,India
Kuraymah,Northern,Sudan
Canmore,Alberta,Canada
Kadoli,Karnātaka,India
Lauterbach,Hesse,Germany
Kathevaram,Andhra Pradesh,India
Nehrəm,Babək,Azerbaijan
Mahuākherāganj,Uttar Pradesh,India
Boyovut,Sirdaryo,Uzbekistan
Dueville,Veneto,Italy
Altınoluk,Balıkesir,Turkey
Philippsburg,Baden-Württemberg,Germany
Beesel,Limburg,Netherlands
Lyndhurst,Ohio,United States
Aleksandrów Kujawski,Kujawsko-Pomorskie,Poland
Dhutauli,Bihār,India
Chodov,Karlovarský Kraj,Czechia
Alfredo Chaves,Espírito Santo,Brazil
Bolívar,Valle del Cauca,Colombia
Alcanena,Santarém,Portugal
Wanzleben,Saxony-Anhalt,Germany
Bandar-e ‘Asalūyeh,Būshehr,Iran
Baduriātola,Jhārkhand,India
Sterling,Colorado,United States
East Norriton,Pennsylvania,United States
Berre-l’Étang,Provence-Alpes-Côte d’Azur,France
Polavaram,Andhra Pradesh,India
East Greenwich,Rhode Island,United States
Pacaembu,São Paulo,Brazil
Fergus Falls,Minnesota,United States
Vilanova del Camí,Catalonia,Spain
Noyon,Hauts-de-France,France
Salaverry,La Libertad,Peru
Kiskőrös,Bács-Kiskun,Hungary
Topliţa,Harghita,Romania
Primeira Cruz,Maranhão,Brazil
Hobe Sound,Florida,United States
San Agustín de Guadalix,Madrid,Spain
Petrolândia,Pernambuco,Brazil
Spiesen-Elversberg,Saarland,Germany
Anapurus,Maranhão,Brazil
Jhaua,Bihār,India
Athens,Tennessee,United States
Palkūr,Andhra Pradesh,India
Vedi,Ararat,Armenia
Sesquilé,Cundinamarca,Colombia
Antonivka,Khersonska Oblast,Ukraine
Sugauna,Bihār,India
Willow Grove,Pennsylvania,United States
Nynäshamn,Stockholm,Sweden
Novellara,Emilia-Romagna,Italy
Red Oak,Texas,United States
Tapilula,Chiapas,Mexico
Polotitlán de la Ilustración,México,Mexico
Panapākkam,Tamil Nādu,India
Fagnano Olona,Lombardy,Italy
Tucacas,Falcón,Venezuela
Ping’anbao,Hebei,China
Binkolo,Northern,Sierra Leone
Badarwās,Madhya Pradesh,India
Bahādurpur,Bihār,India
Velānganni,Tamil Nādu,India
Curiúva,Paraná,Brazil
Gömeç,Balıkesir,Turkey
St. James,New York,United States
Wakasa,Fukui,Japan
Champādānga,West Bengal,India
Bheja,Bihār,India
Chợ Mới,An Giang,Vietnam
Olean,New York,United States
Fujimi,Nagano,Japan
Maracaí,São Paulo,Brazil
Hidalgo,Texas,United States
Moralzarzal,Madrid,Spain
Pirallahı,Bakı,Azerbaijan
Zhovkva,Lvivska Oblast,Ukraine
Aurora,New York,United States
Marmeleiro,Paraná,Brazil
Lorsch,Hesse,Germany
Šamorín,Trnava,Slovakia
Brejo do Cruz,Paraíba,Brazil
Oulad Chikh,Casablanca-Settat,Morocco
Toyloq Qishlog’i,Samarqand,Uzbekistan
Moberly,Missouri,United States
Circleville,Ohio,United States
Kalādgi,Karnātaka,India
Gien,Centre-Val de Loire,France
Urupês,São Paulo,Brazil
Newhaven,East Sussex,United Kingdom
Manor,Texas,United States
Bihārīganj,Bihār,India
Puxinanã,Paraíba,Brazil
Paikpar,Bihār,India
Kamtaul,Bihār,India
Kamigōri,Hyōgo,Japan
Barghāt,Madhya Pradesh,India
Diego de Almagro,Atacama,Chile
Kettering,Maryland,United States
Llanera,Asturias,Spain
Pitlam,Andhra Pradesh,India
Shepherdsville,Kentucky,United States
San Prisco,Campania,Italy
McPherson,Kansas,United States
Bayt Sāḩūr,,West Bank
Maumee,Ohio,United States
Karaund,Bihār,India
Krumbach,Bavaria,Germany
Littleborough,Rochdale,United Kingdom
New Franklin,Ohio,United States
Arbaa Laaounate,Casablanca-Settat,Morocco
Bergen,Mecklenburg-Western Pomerania,Germany
Melsungen,Hesse,Germany
Sun Lakes,Arizona,United States
Engenheiro Beltrão,Paraná,Brazil
Strada,Tuscany,Italy
Nāgāwaram,Andhra Pradesh,India
Frei Paulo,Sergipe,Brazil
Tomiño,Galicia,Spain
Kodriva,Madhya Pradesh,India
Qiblaí,Nohiyahoi Tobei Jumhurí,Tajikistan
Khmis Sidi al ’Aydi,Casablanca-Settat,Morocco
Pīrnagar,Bihār,India
Hājan,Jammu and Kashmīr,India
Chaoyangdicun,Hebei,China
Hīdaj,Zanjān,Iran
Plouzané,Bretagne,France
Jālihalli,Karnātaka,India
San Antonio de las Vueltas,Villa Clara,Cuba
Avanhandava,São Paulo,Brazil
Turki,Bihār,India
Panjgirāin Kalān,Punjab,India
Waycross,Georgia,United States
Bodagudipādu,Andhra Pradesh,India
Ivanec,Varaždinska Županija,Croatia
Ipanguaçu,Rio Grande do Norte,Brazil
Douar Lehgagcha,Casablanca-Settat,Morocco
Lanuvio,Lazio,Italy
Tummalapenta,Andhra Pradesh,India
Cavarzere,Veneto,Italy
Higashimiyoshi,Tokushima,Japan
Zhashkiv,Cherkaska Oblast,Ukraine
North Battleford,Saskatchewan,Canada
Guapé,Minas Gerais,Brazil
Corupá,Santa Catarina,Brazil
Jutaí,Amazonas,Brazil
Kauhajoki,Etelä-Pohjanmaa,Finland
Gura Humorului,Suceava,Romania
Wanze,Wallonia,Belgium
Dongshicuo,Yunlin,Taiwan
Hatoyama,Saitama,Japan
Paruchūru,Andhra Pradesh,India
Wommelgem,Flanders,Belgium
Luozi,Kongo Central,Congo (Kinshasa)
Pembroke,Ontario,Canada
Jinmingsi,Shaanxi,China
Ettenheim,Baden-Württemberg,Germany
Avenal,California,United States
Miami Springs,Florida,United States
Clemencia,Bolívar,Colombia
Powell,Ohio,United States
Guamal,Meta,Colombia
Arroio dos Ratos,Rio Grande do Sul,Brazil
Santo Augusto,Rio Grande do Sul,Brazil
Casinhas,Pernambuco,Brazil
Găeşti,Dâmboviţa,Romania
Lower Moreland,Pennsylvania,United States
Zhongliao,Nantou,Taiwan
Haßfurt,Bavaria,Germany
Toulal,Drâa-Tafilalet,Morocco
Zábřeh,Olomoucký Kraj,Czechia
Mangalāpuram,Tamil Nādu,India
Cabo Verde,Minas Gerais,Brazil
Sant’Angelo Lodigiano,Lombardy,Italy
Oosterzele,Flanders,Belgium
Canals,Valencia,Spain
Wayland,Massachusetts,United States
Helensburgh,Argyll and Bute,United Kingdom
Hammam el Rhezez,Nabeul,Tunisia
Powell,Tennessee,United States
